id,std_poly_form,std_poly_LC,str_num_1,str_num_2,str_num_3
15919,ἐπισυναγωγήν,ἐπισυναγωγήν,1997,,
15920,ἐγγίζουσαν,ἐγγίζουσαν,1448,,
15921,ἑκουσίως,ἑκουσίως,1596,,
15922,ἁμαρτανόντων,ἁμαρτανόντων,264,,
15923,φοβερά,φοβερά,5398,,
15924,ἐκδοχή,ἐκδοχή,1561,,
15925,ὑπεναντίους,ὑπεναντίους,5227,,
15926,ἀθετήσας,ἀθετήσας,114,,
15927,χείρονος,χείρονος,5501,,
15928,ἀξιωθήσεται,ἀξιωθήσεται,515,,
15929,τιμωρίας,τιμωρίας,5098,,
15930,καταπατήσας,καταπατήσας,2662,,
15931,ἡγησάμενος,ἡγησάμενος,2233,,
15932,ἡγιάσθη,ἡγιάσθη,37,,
15933,ἐνυβρίσας,ἐνυβρίσας,1796,,
15934,φοβερόν,φοβερόν,5398,,
15935,ἐμπεσεῖν,ἐμπεσεῖν,1706,,
15936,ἀναμιμνῄσκεσθε,ἀναμιμνῄσκεσθε,363,,
15937,φωτισθέντες,φωτισθέντες,5461,,
15938,ἄθλησιν,ἄθλησιν,119,,
15939,ὑπεμείνατε,ὑπεμείνατε,5278,,
15940,ὀνειδισμοῖς,ὀνειδισμοῖς,3680,,
15941,θεατριζόμενοι,θεατριζόμενοι,2301,,
15942,γενηθέντες,γενηθέντες,1096,,
15943,συνεπαθήσατε,συνεπαθήσατε,4834,,
15944,ἁρπαγήν,ἁρπαγήν,724,,
15945,προσεδέξασθε,προσεδέξασθε,4327,,
15946,ὕπαρξιν,ὕπαρξιν,5223,,
15947,ἀποβάλητε,ἀποβάλητε,577,,
15948,κομίσησθε,κομίσησθε,2865,,
15949,χρονιεῖ,χρονιεῖ,5549,,
15950,ὑποστείληται,ὑποστείληται,5288,,
15951,εὐδοκεῖ,εὐδοκεῖ,2106,,
15952,ὑποστολῆς,ὑποστολῆς,5289,,
15953,ἐλπιζομένων,ἐλπιζομένων,1679,,
15954,ὑπόστασις,ὑπόστασις,5287,,
15955,ἔλεγχος,ἔλεγχος,1650,,
15956,βλεπομένων,βλεπομένων,991,,
15957,ἐμαρτυρήθησαν,ἐμαρτυρήθησαν,3140,,
15958,κατηρτίσθαι,κατηρτίσθαι,2675,,
15959,φαινομένων,φαινομένων,5316,,
15960,Κάϊν,κάϊν,2535,,
15961,ἐμαρτυρήθη,ἐμαρτυρήθη,3140,,
15962,μαρτυροῦντος,μαρτυροῦντος,3140,,
15963,δώροις,δώροις,1435,,
15964,λαλεῖται,λαλεῖται,2980,,
15965,μετετέθη,μετετέθη,3346,,
15966,εὑρίσκετο,εὑρίσκετο,2147,,
15967,μετέθηκεν,μετέθηκεν,3346,,
15968,μεταθέσεως,μεταθέσεως,3331,,
15969,μεμαρτύρηται,μεμαρτύρηται,3140,,
15970,εὐηρεστηκέναι,εὐηρεστηκέναι,2100,,
15971,εὐαρεστῆσαι,εὐαρεστῆσαι,2100,,
15972,προσερχόμενον,προσερχόμενον,4334,,
15973,ἐκζητοῦσιν,ἐκζητοῦσιν,1567,,
15974,μισθαποδότης,μισθαποδότης,3406,,
15975,μηδέπω,μηδέπω,3369,,
15976,κατεσκεύασεν,κατεσκεύασεν,2680,,
15977,παρῴκησεν,παρῴκησεν,3939,,
15978,ἀλλοτρίαν,ἀλλοτρίαν,245,,
15979,σκηναῖς,σκηναῖς,4633,,
15980,κατοικήσας,κατοικήσας,2730,,
15981,συγκληρονόμων,συγκληρονόμων,4789,,
15982,ἐξεδέχετο,ἐξεδέχετο,1551,,
15983,θεμελίους,θεμελίους,2310,,
15984,τεχνίτης,τεχνίτης,5079,,
15985,δημιουργός,δημιουργός,1217,,
15986,σάρρα,σάρρα,4564,,
15987,καταβολήν,καταβολήν,2602,,
15988,ἐπαγγειλάμενον,ἐπαγγειλάμενον,1861,,
15989,νενεκρωμένου,νενεκρωμένου,3499,,
15990,ἄστρα,ἄστρα,798,,
15991,πλήθει,πλήθει,4128,,
15992,χεῖλος,χεῖλος,5491,,
15993,ἀναρίθμητος,ἀναρίθμητος,382,,
15994,ὁμολογήσαντες,ὁμολογήσαντες,3670,,
15995,παρεπίδημοί,παρεπίδημοί,3927,,
15996,ἐμφανίζουσιν,ἐμφανίζουσιν,1718,,
15997,ἐπιζητοῦσιν,ἐπιζητοῦσιν,1934,,
15998,ἐμνημόνευον,ἐμνημόνευον,3421,,
15999,ὀρέγονται,ὀρέγονται,3713,,
16000,ἐπικαλεῖσθαι,ἐπικαλεῖσθαι,1941,,
16001,προσενήνοχεν,προσενήνοχεν,4374,,
16002,προσέφερεν,προσέφερεν,4374,,
16003,λογισάμενος,λογισάμενος,3049,,
16004,ἐγείρειν,ἐγείρειν,1453,,
16005,ἐκομίσατο,ἐκομίσατο,2865,,
16006,ῥάβδου,ῥάβδου,4464,,
16007,τελευτῶν,τελευτῶν,5053,,
16008,ἐξόδου,ἐξόδου,1841,,
16009,ἐμνημόνευσεν,ἐμνημόνευσεν,3421,,
16010,τρίμηνον,τρίμηνον,5150,,
16011,ἀστεῖον,ἀστεῖον,791,,
16012,διάταγμα,διάταγμα,1297,,
16013,ἑλόμενος,ἑλόμενος,138,,
16014,συγκακουχεῖσθαι,συγκακουχεῖσθαι,4778,,
16015,πρόσκαιρον,πρόσκαιρον,4340,,
16016,θησαυρῶν,θησαυρῶν,2344,,
16017,ἀπέβλεπεν,ἀπέβλεπεν,578,,
16018,ἀόρατον,ἀόρατον,517,,
16019,ὁρῶν,ὁρῶν,3708,,
16020,ἐκαρτέρησεν,ἐκαρτέρησεν,2594,,
16021,πρόσχυσιν,πρόσχυσιν,4378,,
16022,ὀλοθρεύων,ὀλοθρεύων,3645,,
16023,πρωτότοκα,πρωτότοκα,4416,,
16024,θίγῃ,θίγῃ,2345,,
16025,διέβησαν,διέβησαν,1224,,
16026,ἐρυθράν,ἐρυθράν,2063,,
16027,ξηρᾶς,ξηρᾶς,3584,,
16028,πεῖραν,πεῖραν,3984,,
16029,αἰγύπτιοι,αἰγύπτιοι,124,,
16030,κατεπόθησαν,κατεπόθησαν,2666,,
16031,τείχη,τείχη,5038,,
16032,κυκλωθέντα,κυκλωθέντα,2944,,
16033,Ῥαάβ,ῥαάβ,4460,,
16034,πόρνη,πόρνη,4204,,
16035,συναπώλετο,συναπώλετο,4881,,
16036,δεξαμένη,δεξαμένη,1209,,
16037,κατασκόπους,κατασκόπους,2685,,
16038,ἐπιλείψει,ἐπιλείψει,1952,,
16039,διηγούμενον,διηγούμενον,1334,,
16040,Γεδεών,γεδεών,1066,,
16041,Βαράκ,βαράκ,913,,
16042,Σαμψών,σαμψών,4546,,
16043,Ἰεφθάε,ἰεφθάε,2422,,
16044,κατηγωνίσαντο,κατηγωνίσαντο,2610,,
16045,εἰργάσαντο,εἰργάσαντο,2038,,
16046,ἐπέτυχον,ἐπέτυχον,2013,,
16047,ἔφραξαν,ἔφραξαν,5420,,
16048,στόματα,στόματα,4750,,
16049,λεόντων,λεόντων,3023,,
16050,ἔσβεσαν,ἔσβεσαν,4570,,
16051,ἐνεδυναμώθησαν,ἐνεδυναμώθησαν,1743,,
16052,πολέμῳ,πολέμῳ,4171,,
16053,παρεμβολάς,παρεμβολάς,3925,,
16054,ἔκλιναν,ἔκλιναν,2827,,
16055,ἐτυμπανίσθησαν,ἐτυμπανίσθησαν,5178,,
16056,προσδεξάμενοι,προσδεξάμενοι,4327,,
16057,ἐμπαιγμῶν,ἐμπαιγμῶν,1701,,
16058,ἐλιθάσθησαν,ἐλιθάσθησαν,3034,,
16059,ἐπρίσθησαν,ἐπρίσθησαν,4249,,
16060,ἐπειράσθησαν,ἐπειράσθησαν,3985,,
16061,φόνῳ,φόνῳ,5408,,
16062,περιῆλθον,περιῆλθον,4022,,
16063,μηλωταῖς,μηλωταῖς,3374,,
16064,αἰγείοις,αἰγείοις,122,,
16065,δέρμασιν,δέρμασιν,1192,,
16066,ὑστερούμενοι,ὑστερούμενοι,5302,,
16067,κακουχούμενοι,κακουχούμενοι,2558,,
16068,ἐρημίαις,ἐρημίαις,2047,,
16069,σπηλαίοις,σπηλαίοις,4693,,
16070,ὀπαῖς,ὀπαῖς,3692,,
16071,μαρτυρηθέντες,μαρτυρηθέντες,3140,,
16072,ἐκομίσαντο,ἐκομίσαντο,2865,,
16073,κρεῖττόν,κρεῖττόν,2909,,
16074,προβλεψαμένου,προβλεψαμένου,4265,,
16075,τελειωθῶσιν,τελειωθῶσιν,5048,,
16076,περικείμενον,περικείμενον,4029,,
16077,νέφος,νέφος,3509,,
16078,ὄγκον,ὄγκον,3591,,
16079,εὐπερίστατον,εὐπερίστατον,2139,,
16080,τρέχωμεν,τρέχωμεν,5143,,
16081,προκείμενον,προκείμενον,4295,,
16082,ἀφορῶντες,ἀφορῶντες,872,,
16083,τελειωτήν,τελειωτήν,5051,,
16084,καταφρονήσας,καταφρονήσας,2706,,
16085,ἀναλογίσασθε,ἀναλογίσασθε,357,,
16086,ὑπομεμενηκότα,ὑπομεμενηκότα,5278,,
16087,ἀντιλογίαν,ἀντιλογίαν,485,,
16088,κάμητε,κάμητε,2577,,
16089,ἀντικατέστητε,ἀντικατέστητε,478,,
16090,ἀνταγωνιζόμενοι,ἀνταγωνιζόμενοι,464,,
16091,ἐκλέλησθε,ἐκλέλησθε,1585,,
16092,διαλέγεται,διαλέγεται,1256,,
16093,ὀλιγώρει,ὀλιγώρει,3643,,
16094,παιδείας,παιδείας,3809,,
16095,ἐκλύου,ἐκλύου,1590,,
16096,παιδεύει,παιδεύει,3811,,
16097,μαστιγοῖ,μαστιγοῖ,3146,,
16098,παραδέχεται,παραδέχεται,3858,,
16099,ὑπομένετε,ὑπομένετε,5278,,
16100,προσφέρεται,προσφέρεται,4374,,
16101,νόθοι,νόθοι,3541,,
16102,εἴχομεν,εἴχομεν,2192,,
16103,παιδευτάς,παιδευτάς,3810,,
16104,ἐνετρεπόμεθα,ἐνετρεπόμεθα,1788,,
16105,ὑποταγησόμεθα,ὑποταγησόμεθα,5293,,
16106,δοκοῦν,δοκοῦν,1380,,
16107,ἐπαίδευον,ἐπαίδευον,3811,,
16108,ἁγιότητος,ἁγιότητος,41,,
16109,παιδεία,παιδεία,3809,,
16110,παρόν,παρόν,3918,,
16111,εἰρηνικόν,εἰρηνικόν,1516,,
16112,γεγυμνασμένοις,γεγυμνασμένοις,1128,,
16113,ἀποδίδωσιν,ἀποδίδωσιν,591,,
16114,παρειμένας,παρειμένας,3935,,
16115,παραλελυμένα,παραλελυμένα,3886,,
16116,ἀνορθώσατε,ἀνορθώσατε,461,,
16117,τροχιάς,τροχιάς,5163,,
16118,ὀρθάς,ὀρθάς,3717,,
16119,ἐκτραπῇ,ἐκτραπῇ,1624,,
16120,ἰαθῇ,ἰαθῇ,2390,,
16121,ἐπισκοποῦντες,ἐπισκοποῦντες,1983,,
16122,ὑστερῶν,ὑστερῶν,5302,,
16123,φύουσα,φύουσα,5453,,
16124,ἐνοχλῇ,ἐνοχλῇ,1776,,
16125,βέβηλος,βέβηλος,952,,
16126,ἀπέδοτο,ἀπέδοτο,591,,
16127,πρωτοτόκια,πρωτοτόκια,4415,,
16128,ἴστε,ἴστε,1492,,
16129,μετέπειτα,μετέπειτα,3347,,
16130,ἀπεδοκιμάσθη,ἀπεδοκιμάσθη,593,,
16131,ἐκζητήσας,ἐκζητήσας,1567,,
16132,προσεληλύθατε,προσεληλύθατε,4334,,
16133,ψηλαφωμένῳ,ψηλαφωμένῳ,5584,,
16134,κεκαυμένῳ,κεκαυμένῳ,2545,,
16135,γνόφῳ,γνόφῳ,1105,,
16136,σκότῳ,σκότῳ,4655,,
16137,θυέλλῃ,θυέλλῃ,2366,,
16138,ἤχῳ,ἤχῳ,2279,,
16139,παρῃτήσαντο,παρῃτήσαντο,3868,,
16140,προστεθῆναι,προστεθῆναι,4369,,
16141,διαστελλόμενον,διαστελλόμενον,1291,,
16142,λιθοβοληθήσεται,λιθοβοληθήσεται,3036,,
16143,φανταζόμενον,φανταζόμενον,5324,,
16144,ἔκφοβός,ἔκφοβός,1630,,
16145,ἐπουρανίῳ,ἐπουρανίῳ,2032,,
16146,μυριάσιν,μυριάσιν,3461,,
16147,πανηγύρει,πανηγύρει,3831,,
16148,πρωτοτόκων,πρωτοτόκων,4416,,
16149,ἀπογεγραμμένων,ἀπογεγραμμένων,583,,
16150,τετελειωμένων,τετελειωμένων,5048,,
16151,μεσίτῃ,μεσίτῃ,3316,,
16152,ῥαντισμοῦ,ῥαντισμοῦ,4473,,
16153,παραιτήσησθε,παραιτήσησθε,3868,,
16154,λαλοῦντα,λαλοῦντα,2980,,
16155,παραιτησάμενοι,παραιτησάμενοι,3868,,
16156,χρηματίζοντα,χρηματίζοντα,5537,,
16157,ἀποστρεφόμενοι,ἀποστρεφόμενοι,654,,
16158,ἐσάλευσεν,ἐσάλευσεν,4531,,
16159,σείω,σείω,4579,,
16160,δηλοῖ,δηλοῖ,1213,,
16161,σαλευομένων,σαλευομένων,4531,,
16162,μετάθεσιν,μετάθεσιν,3331,,
16163,πεποιημένων,πεποιημένων,4160,,
16164,σαλευόμενα,σαλευόμενα,4531,,
16165,ἀσάλευτον,ἀσάλευτον,761,,
16166,παραλαμβάνοντες,παραλαμβάνοντες,3880,,
16167,λατρεύομεν,λατρεύομεν,3000,,
16168,εὐαρέστως,εὐαρέστως,2102,,
16169,καταναλίσκον,καταναλίσκον,2654,,
16170,φιλαδελφία,φιλαδελφία,5360,,
16171,φιλοξενίας,φιλοξενίας,5381,,
16172,ἐπιλανθάνεσθε,ἐπιλανθάνεσθε,1950,,
16173,ἔλαθόν,ἔλαθόν,2990,,
16174,ξενίσαντες,ξενίσαντες,3579,,
16175,μιμνῄσκεσθε,μιμνῄσκεσθε,3403,,
16176,δεσμίων,δεσμίων,1198,,
16177,συνδεδεμένοι,συνδεδεμένοι,4887,,
16178,κακουχουμένων,κακουχουμένων,2558,,
16179,κοίτη,κοίτη,2845,,
16180,πόρνους,πόρνους,4205,,
16181,μοιχούς,μοιχούς,3432,,
16182,ἀφιλάργυρος,ἀφιλάργυρος,866,,
16183,τρόπος,τρόπος,5158,,
16184,ἀρκούμενοι,ἀρκούμενοι,714,,
16185,παροῦσιν,παροῦσιν,3918,,
16186,ἀνῶ,ἀνῶ,447,,
16187,ἐγκαταλείπω,ἐγκαταλείπω,1459,,
16188,θαρροῦντας,θαρροῦντας,2292,,
16189,βοηθός,βοηθός,998,,
16190,φοβηθήσομαι,φοβηθήσομαι,5399,,
16191,ἡγουμένων,ἡγουμένων,2233,,
16192,ἀναθεωροῦντες,ἀναθεωροῦντες,333,,
16193,ἀναστροφῆς,ἀναστροφῆς,391,,
16194,μιμεῖσθε,μιμεῖσθε,3401,,
16195,διδαχαῖς,διδαχαῖς,1322,,
16196,ξέναις,ξέναις,3581,,
16197,παραφέρεσθε,παραφέρεσθε,3911,,
16198,βεβαιοῦσθαι,βεβαιοῦσθαι,950,,
16199,ὠφελήθησαν,ὠφελήθησαν,5623,,
16200,περιπατήσαντες,περιπατήσαντες,4043,,
16201,σκηνῇ,σκηνῇ,4633,,
16202,εἰσφέρεται,εἰσφέρεται,1533,,
16203,ζῴων,ζῴων,2226,,
16204,κατακαίεται,κατακαίεται,2618,,
16205,παρεμβολῆς,παρεμβολῆς,3925,,
16206,ἐξερχώμεθα,ἐξερχώμεθα,1831,,
16207,ἐπιζητοῦμεν,ἐπιζητοῦμεν,1934,,
16208,ἀναφέρωμεν,ἀναφέρωμεν,399,,
16209,αἰνέσεως,αἰνέσεως,133,,
16210,χειλέων,χειλέων,5491,,
16211,ὁμολογούντων,ὁμολογούντων,3670,,
16212,εὐποιΐας,εὐποιΐας,2140,,
16213,εὐαρεστεῖται,εὐαρεστεῖται,2100,,
16214,πείθεσθε,πείθεσθε,3982,,
16215,ἡγουμένοις,ἡγουμένοις,2233,,
16216,ὑπείκετε,ὑπείκετε,5226,,
16217,ἀγρυπνοῦσιν,ἀγρυπνοῦσιν,69,,
16218,ἀποδώσοντες,ἀποδώσοντες,591,,
16219,στενάζοντες,στενάζοντες,4727,,
16220,ἀλυσιτελές,ἀλυσιτελές,255,,
16221,ἀποκατασταθῶ,ἀποκατασταθῶ,600,,
16222,βραχέων,βραχέων,1024,,
16223,ἐπέστειλα,ἐπέστειλα,1989,,
16224,ἀπολελυμένον,ἀπολελυμένον,630,,
16225,φυλαῖς,φυλαῖς,5443,,
16226,διασπορᾷ,διασπορᾷ,1290,,
16227,ἡγήσασθε,ἡγήσασθε,2233,,
16228,περιπέσητε,περιπέσητε,4045,,
16229,ποικίλοις,ποικίλοις,4164,,
16230,δοκίμιον,δοκίμιον,1383,,
16231,ὁλόκληροι,ὁλόκληροι,3648,,
16232,λειπόμενοι,λειπόμενοι,3007,,
16233,λείπεται,λείπεται,3007,,
16234,αἰτείτω,αἰτείτω,154,,
16235,ἁπλῶς,ἁπλῶς,574,,
16236,ὀνειδίζοντος,ὀνειδίζοντος,3679,,
16237,ἔοικεν,ἔοικεν,1503,,
16238,ἀνεμιζομένῳ,ἀνεμιζομένῳ,416,,
16239,ῥιπιζομένῳ,ῥιπιζομένῳ,4494,,
16240,οἰέσθω,οἰέσθω,3633,,
16241,λήψεταί,λήψεταί,2983,,
16242,δίψυχος,δίψυχος,1374,,
16243,ἀκατάστατος,ἀκατάστατος,182,,
16244,ὕψει,ὕψει,5311,,
16245,ἄνθος,ἄνθος,438,,
16246,χόρτου,χόρτου,5528,,
16247,καύσωνι,καύσωνι,2742,,
16248,ἐξήρανεν,ἐξήρανεν,3583,,
16249,ἐξέπεσεν,ἐξέπεσεν,1601,,
16250,εὐπρέπεια,εὐπρέπεια,2143,,
16251,πορείαις,πορείαις,4197,,
16252,μαρανθήσεται,μαρανθήσεται,3133,,
16253,λεγέτω,λεγέτω,3004,,
16254,πειράζομαι,πειράζομαι,3985,,
16255,ἀπείραστός,ἀπείραστός,551,,
16256,πειράζει,πειράζει,3985,,
16257,πειράζεται,πειράζεται,3985,,
16258,ἐξελκόμενος,ἐξελκόμενος,1828,,
16259,δελεαζόμενος,δελεαζόμενος,1185,,
16260,ἐπιθυμία,ἐπιθυμία,1939,,
16261,συλλαβοῦσα,συλλαβοῦσα,4815,,
16262,τίκτει,τίκτει,5088,,
16263,ἀποτελεσθεῖσα,ἀποτελεσθεῖσα,658,,
16264,ἀποκύει,ἀποκύει,616,,
16265,δόσις,δόσις,1394,,
16266,ἄνωθέν,ἄνωθέν,509,,
16267,φώτων,φώτων,5457,,
16268,παραλλαγή,παραλλαγή,3883,,
16269,τροπῆς,τροπῆς,5157,,
16270,ἀποσκίασμα,ἀποσκίασμα,644,,
16271,βουληθείς,βουληθείς,1014,,
16272,ἀπεκύησεν,ἀπεκύησεν,616,,
16273,κτισμάτων,κτισμάτων,2938,,
16274,ταχύς,ταχύς,5036,,
16275,βραδύς,βραδύς,1021,,
16276,ῥυπαρίαν,ῥυπαρίαν,4507,,
16277,πρᾳΰτητι,πρᾳΰτητι,4240,,
16278,ἔμφυτον,ἔμφυτον,1721,,
16279,παραλογιζόμενοι,παραλογιζόμενοι,3884,,
16280,ἀκροατής,ἀκροατής,202,,
16281,ποιητής,ποιητής,4163,,
16282,κατανοοῦντι,κατανοοῦντι,2657,,
16283,ἐσόπτρῳ,ἐσόπτρῳ,2072,,
16284,ἀπελήλυθεν,ἀπελήλυθεν,565,,
16285,ἐπελάθετο,ἐπελάθετο,1950,,
16286,ἐλευθερίας,ἐλευθερίας,1657,,
16287,παραμείνας,παραμείνας,3887,,
16288,ἐπιλησμονῆς,ἐπιλησμονῆς,1953,,
16289,θρῆσκος,θρῆσκος,2357,,
16290,χαλιναγωγῶν,χαλιναγωγῶν,5468,,
16291,ἀπατῶν,ἀπατῶν,538,,
16292,μάταιος,μάταιος,3152,,
16293,θρησκεία,θρησκεία,2356,,
16294,ἐπισκέπτεσθαι,ἐπισκέπτεσθαι,1980,,
16295,προσωποληψίαις,προσωποληψίαις,4382,,
16296,χρυσοδακτύλιος,χρυσοδακτύλιος,5554,,
16297,ῥυπαρᾷ,ῥυπαρᾷ,4508,,
16298,ἐπιβλέψητε,ἐπιβλέψητε,1914,,
16299,φοροῦντα,φοροῦντα,5409,,
16300,πτωχῷ,πτωχῷ,4434,,
16301,διεκρίθητε,διεκρίθητε,1252,,
16302,κληρονόμους,κληρονόμους,2818,,
16303,ἠτιμάσατε,ἠτιμάσατε,818,,
16304,καταδυναστεύουσιν,καταδυναστεύουσιν,2616,,
16305,ἕλκουσιν,ἕλκουσιν,1670,,
16306,βλασφημοῦσιν,βλασφημοῦσιν,987,,
16307,ἐπικληθέν,ἐπικληθέν,1941,,
16308,βασιλικόν,βασιλικόν,937,,
16309,προσωποληπτεῖτε,προσωποληπτεῖτε,4380,,
16310,παραβάται,παραβάται,3848,,
16311,πταίσει,πταίσει,4417,,
16312,ἀνέλεος,ἀνέλεος,448,,
16313,κατακαυχᾶται,κατακαυχᾶται,2620,,
16314,ὑπάρχωσιν,ὑπάρχωσιν,5225,,
16315,ἐφημέρου,ἐφημέρου,2184,,
16316,θερμαίνεσθε,θερμαίνεσθε,2328,,
16317,χορτάζεσθε,χορτάζεσθε,5526,,
16318,ἐπιτήδεια,ἐπιτήδεια,2006,,
16319,δεῖξόν,δεῖξόν,1166,,
16320,φρίσσουσιν,φρίσσουσιν,5425,,
16321,κενέ,κενέ,2756,,
16322,συνήργει,συνήργει,4903,,
16323,ἐτελειώθη,ἐτελειώθη,5048,,
16324,ὑποδεξαμένη,ὑποδεξαμένη,5264,,
16325,ἐκβαλοῦσα,ἐκβαλοῦσα,1544,,
16326,ληψόμεθα,ληψόμεθα,2983,,
16327,πταίομεν,πταίομεν,4417,,
16328,πταίει,πταίει,4417,,
16329,χαλιναγωγῆσαι,χαλιναγωγῆσαι,5468,,
16330,ἵππων,ἵππων,2462,,
16331,χαλινούς,χαλινούς,5469,,
16332,βάλλομεν,βάλλομεν,906,,
16333,μετάγομεν,μετάγομεν,3329,,
16334,τηλικαῦτα,τηλικαῦτα,5082,,
16335,σκληρῶν,σκληρῶν,4642,,
16336,ἐλαυνόμενα,ἐλαυνόμενα,1643,,
16337,μετάγεται,μετάγεται,3329,,
16338,ἐλαχίστου,ἐλαχίστου,1646,,
16339,πηδαλίου,πηδαλίου,4079,,
16340,εὐθύνοντος,εὐθύνοντος,2116,,
16341,μεγαλαυχεῖ,μεγαλαυχεῖ,3166,,
16342,ἡλίκην,ἡλίκην,2245,,
16343,ὕλην,ὕλην,5208,,
16344,ἀνάπτει,ἀνάπτει,381,,
16345,σπιλοῦσα,σπιλοῦσα,4695,,
16346,φλογίζουσα,φλογίζουσα,5394,,
16347,τροχόν,τροχόν,5164,,
16348,φλογιζομένη,φλογιζομένη,5394,,
16349,ἐναλίων,ἐναλίων,1724,,
16350,δαμάζεται,δαμάζεται,1150,,
16351,δεδάμασται,δεδάμασται,1150,,
16352,ἀνθρωπίνῃ,ἀνθρωπίνῃ,442,,
16353,ἀκατάσχετον,ἀκατάσχετον,183,,
16354,μεστή,μεστή,3324,,
16355,ἰοῦ,ἰοῦ,2447,,
16356,θανατηφόρου,θανατηφόρου,2287,,
16357,καταρώμεθα,καταρώμεθα,2672,,
16358,ὁμοίωσιν,ὁμοίωσιν,3669,,
16359,γεγονότας,γεγονότας,1096,,
16360,χρή,χρή,5534,,
16361,ὀπῆς,ὀπῆς,3692,,
16362,βρύει,βρύει,1032,,
16363,γλυκύ,γλυκύ,1099,,
16364,πικρόν,πικρόν,4089,,
16365,ἁλυκόν,ἁλυκόν,252,,
16366,ἐπιστήμων,ἐπιστήμων,1990,,
16367,δειξάτω,δειξάτω,1166,,
16368,κατακαυχᾶσθε,κατακαυχᾶσθε,2620,,
16369,κατερχομένη,κατερχομένη,2718,,
16370,ψυχική,ψυχική,5591,,
16371,δαιμονιώδης,δαιμονιώδης,1141,,
16372,ἐριθεία,ἐριθεία,2052,,
16373,ἀκαταστασία,ἀκαταστασία,181,,
16374,ἁγνή,ἁγνή,53,,
16375,εἰρηνική,εἰρηνική,1516,,
16376,ἐπιεικής,ἐπιεικής,1933,,
16377,εὐπειθής,εὐπειθής,2138,,
16378,ἀδιάκριτος,ἀδιάκριτος,87,,
16379,πόλεμοι,πόλεμοι,4171,,
16380,στρατευομένων,στρατευομένων,4754,,
16381,ἐπιθυμεῖτε,ἐπιθυμεῖτε,1937,,
16382,φονεύετε,φονεύετε,5407,,
16383,ἐπιτυχεῖν,ἐπιτυχεῖν,2013,,
16384,μάχεσθε,μάχεσθε,3164,,
16385,πολεμεῖτε,πολεμεῖτε,4170,,
16386,δαπανήσητε,δαπανήσητε,1159,,
16387,μοιχαλίδες,μοιχαλίδες,3428,,
16388,φιλία,φιλία,5373,,
16389,βουληθῇ,βουληθῇ,1014,,
16390,κενῶς,κενῶς,2761,,
16391,ἐπιποθεῖ,ἐπιποθεῖ,1971,,
16392,ὑπερηφάνοις,ὑπερηφάνοις,5244,,
16393,ἀντιτάσσεται,ἀντιτάσσεται,498,,
16394,ὑποτάγητε,ὑποτάγητε,5293,,
16395,ἀντίστητε,ἀντίστητε,436,,
16396,φεύξεται,φεύξεται,5343,,
16397,ἐγγίσατε,ἐγγίσατε,1448,,
16398,ἐγγιεῖ,ἐγγιεῖ,1448,,
16399,καθαρίσατε,καθαρίσατε,2511,,
16400,ἁγνίσατε,ἁγνίσατε,48,,
16401,δίψυχοι,δίψυχοι,1374,,
16402,ταλαιπωρήσατε,ταλαιπωρήσατε,5003,,
16403,πενθήσατε,πενθήσατε,3996,,
16404,κλαύσατε,κλαύσατε,2799,,
16405,γέλως,γέλως,1071,,
16406,πένθος,πένθος,3997,,
16407,μεταστραφήτω,μεταστραφήτω,3344,,
16408,κατήφειαν,κατήφειαν,2726,,
16409,ταπεινώθητε,ταπεινώθητε,5013,,
16410,καταλαλεῖτε,καταλαλεῖτε,2635,,
16411,καταλαλῶν,καταλαλῶν,2635,,
16412,καταλαλεῖ,καταλαλεῖ,2635,,
16413,νομοθέτης,νομοθέτης,3550,,
16414,πορευσώμεθα,πορευσώμεθα,4198,,
16415,τήνδε,τήνδε,3592,,
16416,ἐμπορευσώμεθα,ἐμπορευσώμεθα,1710,,
16417,κερδήσωμεν,κερδήσωμεν,2770,,
16418,ἀτμίς,ἀτμίς,822,,
16419,φαινομένη,φαινομένη,5316,,
16420,ἀφανιζομένη,ἀφανιζομένη,853,,
16421,καυχᾶσθε,καυχᾶσθε,2744,,
16422,ἀλαζονείαις,ἀλαζονείαις,212,,
16423,εἰδότι,εἰδότι,1492,,
16424,ὀλολύζοντες,ὀλολύζοντες,3649,,
16425,ταλαιπωρίαις,ταλαιπωρίαις,5004,,
16426,ἐπερχομέναις,ἐπερχομέναις,1904,,
16427,σέσηπεν,σέσηπεν,4595,,
16428,σητόβρωτα,σητόβρωτα,4598,,
16429,ἄργυρος,ἄργυρος,696,,
16430,κατίωται,κατίωται,2728,,
16431,σάρκας,σάρκας,4561,,
16432,ἐθησαυρίσατε,ἐθησαυρίσατε,2343,,
16433,ἀμησάντων,ἀμησάντων,270,,
16434,ἀπεστερημένος,ἀπεστερημένος,650,,
16435,βοαί,βοαί,995,,
16436,θερισάντων,θερισάντων,2325,,
16437,εἰσεληλύθασιν,εἰσεληλύθασιν,1525,,
16438,ἐτρυφήσατε,ἐτρυφήσατε,5171,,
16439,ἐσπαταλήσατε,ἐσπαταλήσατε,4684,,
16440,ἐθρέψατε,ἐθρέψατε,5142,,
16441,μακροθυμήσατε,μακροθυμήσατε,3114,,
16442,ἐκδέχεται,ἐκδέχεται,1551,,
16443,τίμιον,τίμιον,5093,,
16444,πρώϊμον,πρώϊμον,4406,,
