id,std_poly_form,std_poly_LC,str_num_1,str_num_2,str_num_3
629,ἄλλους,ἄλλους,243,,
630,ἰάκωβον,ἰάκωβον,2385,,
631,ζεβεδαίου,ζεβεδαίου,2199,,
632,πλοίῳ,πλοίῳ,4143,,
633,καταρτίζοντας,καταρτίζοντας,2675,,
634,πλοῖον,πλοῖον,4143,,
635,περιῆγεν,περιῆγεν,4013,,
636,ὅλην,ὅλην,3650,,
637,διδάσκων,διδάσκων,1321,,
638,συναγωγαῖς,συναγωγαῖς,4864,,
639,εὐαγγέλιον,εὐαγγέλιον,2098,,
640,θεραπεύων,θεραπεύων,2323,,
641,νόσον,νόσον,3554,,
642,μαλακίαν,μαλακίαν,3119,,
643,λαῷ,λαῷ,2992,,
644,ἀπῆλθεν,ἀπῆλθεν,565,,
645,ἀκοή,ἀκοή,189,,
646,συρίαν,συρίαν,4947,,
647,κακῶς,κακῶς,2560,,
648,ἔχοντας,ἔχοντας,2192,,
649,ποικίλαις,ποικίλαις,4164,,
650,νόσοις,νόσοις,3554,,
651,βασάνοις,βασάνοις,931,,
652,συνεχομένους,συνεχομένους,4912,,
653,δαιμονιζομένους,δαιμονιζομένους,1139,,
654,σεληνιαζομένους,σεληνιαζομένους,4583,,
655,παραλυτικούς,παραλυτικούς,3885,,
656,ἐθεράπευσεν,ἐθεράπευσεν,2323,,
657,ὄχλοι,ὄχλοι,3793,,
658,πολλοί,πολλοί,4183,,
659,δεκαπόλεως,δεκαπόλεως,1179,,
660,ἱεροσολύμων,ἱεροσολύμων,2414,,
661,ὄχλους,ὄχλους,3793,,
662,καθίσαντος,καθίσαντος,2523,,
663,μαθηταί,μαθηταί,3101,,
664,ἀνοίξας,ἀνοίξας,455,,
665,στόμα,στόμα,4750,,
666,ἐδίδασκεν,ἐδίδασκεν,1321,,
667,μακάριοι,μακάριοι,3107,,
668,πτωχοί,πτωχοί,4434,,
669,πενθοῦντες,πενθοῦντες,3996,,
670,αὐτοί,αὐτοί,846,,
671,παρακληθήσονται,παρακληθήσονται,3870,,
672,πρᾳεῖς,πρᾳεῖς,4239,,
673,κληρονομήσουσιν,κληρονομήσουσιν,2816,,
674,πεινῶντες,πεινῶντες,3983,,
675,διψῶντες,διψῶντες,1372,,
676,χορτασθήσονται,χορτασθήσονται,5526,,
677,ἐλεήμονες,ἐλεήμονες,1655,,
678,ἐλεηθήσονται,ἐλεηθήσονται,1653,,
679,καθαροί,καθαροί,2513,,
680,καρδίᾳ,καρδίᾳ,2588,,
681,ὄψονται,ὄψονται,3708,,
682,εἰρηνοποιοί,εἰρηνοποιοί,1518,,
683,υἱοί,υἱοί,5207,,
684,κληθήσονται,κληθήσονται,2564,,
685,δεδιωγμένοι,δεδιωγμένοι,1377,,
686,ἕνεκεν,ἕνεκεν,1752,,
687,δικαιοσύνης,δικαιοσύνης,1343,,
688,μακάριοί,μακάριοί,3107,,
689,ἐστε,ἐστε,1510,,
690,ὅταν,ὅταν,3752,,
691,ὀνειδίσωσιν,ὀνειδίσωσιν,3679,,
692,διώξωσιν,διώξωσιν,1377,,
693,εἴπωσιν,εἴπωσιν,3004,,
694,πονηρόν,πονηρόν,4190,,
695,ῥῆμα,ῥῆμα,4487,,
696,καθ,καθ,2596,,
697,ὑμῶν,ὑμῶν,4771,,
698,ψευδόμενοι,ψευδόμενοι,5574,,
699,ἐμοῦ,ἐμοῦ,1473,1699.0,
700,χαίρετε,χαίρετε,5463,,
701,ἀγαλλιᾶσθε,ἀγαλλιᾶσθε,21,,
702,μισθός,μισθός,3408,,
703,οὐρανοῖς,οὐρανοῖς,3772,,
704,ἐδίωξαν,ἐδίωξαν,1377,,
705,προφήτας,προφήτας,4396,,
706,πρό,πρό,4253,,
707,ὑμεῖς,ὑμεῖς,4771,,
708,ἅλας,ἅλας,217,,
709,γῆς,γῆς,1093,,
710,μωρανθῇ,μωρανθῇ,3471,,
711,τίνι,τίνι,5101,,
712,ἁλισθήσεται,ἁλισθήσεται,233,,
713,οὐδέν,οὐδέν,3762,,
714,ἰσχύει,ἰσχύει,2480,,
715,ἔτι,ἔτι,2089,,
716,βληθῆναι,βληθῆναι,906,,
717,ἔξω,ἔξω,1854,,
718,καταπατεῖσθαι,καταπατεῖσθαι,2662,,
719,οὐ,οὐ,3756,,
720,πόλις,πόλις,4172,,
721,κρυβῆναι,κρυβῆναι,2928,,
722,ὄρους,ὄρους,3735,,
723,κειμένη,κειμένη,2749,,
724,οὐδέ,οὐδέ,3761,,
725,καίουσιν,καίουσιν,2545,,
726,λύχνον,λύχνον,3088,,
727,τιθέασιν,τιθέασιν,5087,,
728,μόδιον,μόδιον,3426,,
729,λυχνίαν,λυχνίαν,3087,,
730,λάμπει,λάμπει,2989,,
731,οἰκίᾳ,οἰκίᾳ,3614,,
732,λαμψάτω,λαμψάτω,2989,,
733,ἔμπροσθεν,ἔμπροσθεν,1715,,
734,ἴδωσιν,ἴδωσιν,3708,,
735,καλά,καλά,2570,,
736,ἔργα,ἔργα,2041,,
737,δοξάσωσιν,δοξάσωσιν,1392,,
738,νομίσητε,νομίσητε,3543,,
739,ἦλθον,ἦλθον,2064,,
740,καταλῦσαι,καταλῦσαι,2647,,
741,νόμον,νόμον,3551,,
742,ἀλλά,ἀλλά,235,,
743,ἀμήν,ἀμήν,281,,
744,παρέλθῃ,παρέλθῃ,3928,,
745,οὐρανός,οὐρανός,3772,,
746,ἰῶτα,ἰῶτα,2503,,
747,ἕν,ἕν,1520,,
748,μία,μία,1520,,
749,κεραία,κεραία,2762,,
750,νόμου,νόμου,3551,,
751,γένηται,γένηται,1096,,
752,ὅς,ὅς,3739,,
753,λύσῃ,λύσῃ,3089,,
754,μίαν,μίαν,1520,,
755,ἐντολῶν,ἐντολῶν,1785,,
756,ἐλαχίστων,ἐλαχίστων,1646,,
757,διδάξῃ,διδάξῃ,1321,,
758,ἀνθρώπους,ἀνθρώπους,444,,
759,ἐλάχιστος,ἐλάχιστος,1646,,
760,βασιλείᾳ,βασιλείᾳ,932,,
761,δ,δ,1161,,
762,ποιήσῃ,ποιήσῃ,4160,,
763,μέγας,μέγας,3173,,
764,περισσεύσῃ,περισσεύσῃ,4052,,
765,δικαιοσύνη,δικαιοσύνη,1343,,
766,πλεῖον,πλεῖον,4183,,
767,γραμματέων,γραμματέων,1122,,
768,εἰσέλθητε,εἰσέλθητε,1525,,
769,βασιλείαν,βασιλείαν,932,,
770,ἠκούσατε,ἠκούσατε,191,,
771,ἐρρέθη,ἐρρέθη,2046,,
772,ἀρχαίοις,ἀρχαίοις,744,,
773,φονεύσεις,φονεύσεις,5407,,
774,φονεύσῃ,φονεύσῃ,5407,,
775,ἔνοχος,ἔνοχος,1777,,
776,ἔσται,ἔσται,1510,,
777,κρίσει,κρίσει,2920,,
778,πᾶς,πᾶς,3956,,
779,ὀργιζόμενος,ὀργιζόμενος,3710,,
780,ἀδελφῷ,ἀδελφῷ,80,,
781,εἰκῇ,εἰκῇ,1500,,
782,εἴπῃ,εἴπῃ,3004,,
783,ῥακά,ῥακά,4469,,
784,συνεδρίῳ,συνεδρίῳ,4892,,
785,μωρέ,μωρέ,3474,,
786,γέενναν,γέενναν,1067,,
787,πυρός,πυρός,4442,,
788,προσφέρῃς,προσφέρῃς,4374,,
789,δῶρόν,δῶρόν,1435,,
790,θυσιαστήριον,θυσιαστήριον,2379,,
791,μνησθῇς,μνησθῇς,3403,,
792,ἀδελφός,ἀδελφός,80,,
793,ἔχει,ἔχει,2192,,
794,τι,τι,5100,5101.0,
795,θυσιαστηρίου,θυσιαστηρίου,2379,,
796,πρῶτον,πρῶτον,4412,4413.0,
797,διαλλάγηθι,διαλλάγηθι,1259,,
798,πρόσφερε,πρόσφερε,4374,,
799,εὐνοῶν,εὐνοῶν,2132,,
800,ἀντιδίκῳ,ἀντιδίκῳ,476,,
801,ταχύ,ταχύ,5035,,
802,ὅτου,ὅτου,3755,,
803,ὁδῷ,ὁδῷ,3598,,
804,μήποτέ,μήποτέ,3379,,
805,παραδῷ,παραδῷ,3860,,
806,ἀντίδικος,ἀντίδικος,476,,
807,κριτῇ,κριτῇ,2923,,
808,κριτής,κριτής,2923,,
809,ὑπηρέτῃ,ὑπηρέτῃ,5257,,
810,φυλακήν,φυλακήν,5438,,
811,βληθήσῃ,βληθήσῃ,906,,
812,ἐξέλθῃς,ἐξέλθῃς,1831,,
813,ἀποδῷς,ἀποδῷς,591,,
814,ἔσχατον,ἔσχατον,2078,,
815,κοδράντην,κοδράντην,2835,,
816,μοιχεύσεις,μοιχεύσεις,3431,,
817,βλέπων,βλέπων,991,,
818,ἐπιθυμῆσαι,ἐπιθυμῆσαι,1937,,
819,ἐμοίχευσεν,ἐμοίχευσεν,3431,,
820,ὀφθαλμός,ὀφθαλμός,3788,,
821,δεξιός,δεξιός,1188,,
822,σκανδαλίζει,σκανδαλίζει,4624,,
823,ἔξελε,ἔξελε,1807,,
824,συμφέρει,συμφέρει,4851,,
825,ἀπόληται,ἀπόληται,622,,
826,μελῶν,μελῶν,3196,,
827,σῶμά,σῶμά,4983,,
828,βληθῇ,βληθῇ,906,,
829,δεξιά,δεξιά,1188,,
830,χείρ,χείρ,5495,,
831,ἔκκοψον,ἔκκοψον,1581,,
832,ἀπολύσῃ,ἀπολύσῃ,630,,
833,δότω,δότω,1325,,
834,ἀποστάσιον,ἀποστάσιον,647,,
835,παρεκτός,παρεκτός,3924,,
836,λόγου,λόγου,3056,,
837,πορνείας,πορνείας,4202,,
838,ποιεῖ,ποιεῖ,4160,,
839,μοιχᾶσθαι,μοιχᾶσθαι,3429,,
840,ἀπολελυμένην,ἀπολελυμένην,630,,
841,γαμήσῃ,γαμήσῃ,1060,,
842,μοιχᾶται,μοιχᾶται,3429,,
843,ἐπιορκήσεις,ἐπιορκήσεις,1964,,
844,ἀποδώσεις,ἀποδώσεις,591,,
845,κυρίῳ,κυρίῳ,2962,,
846,ὅρκους,ὅρκους,3727,,
847,ὀμόσαι,ὀμόσαι,3660,,
848,ὅλως,ὅλως,3654,,
849,μήτε,μήτε,3383,,
850,οὐρανῷ,οὐρανῷ,3772,,
851,θρόνος,θρόνος,2362,,
852,γῇ,γῇ,1093,,
853,ὑποπόδιόν,ὑποπόδιόν,5286,,
854,ποδῶν,ποδῶν,4228,,
855,μεγάλου,μεγάλου,3173,,
856,κεφαλῇ,κεφαλῇ,2776,,
857,ὀμόσῃς,ὀμόσῃς,3660,,
858,δύνασαι,δύνασαι,1410,,
859,τρίχα,τρίχα,2359,,
860,λευκήν,λευκήν,3022,,
861,μέλαιναν,μέλαιναν,3189,,
862,ποιῆσαι,ποιῆσαι,4160,,
863,ἔστω,ἔστω,1510,,
864,λόγος,λόγος,3056,,
865,ναί,ναί,3483,,
866,οὔ,οὔ,3756,,
867,περισσόν,περισσόν,4053,,
868,πονηροῦ,πονηροῦ,4190,,
869,ὀφθαλμόν,ὀφθαλμόν,3788,,
870,ὀφθαλμοῦ,ὀφθαλμοῦ,3788,,
871,ὀδόντα,ὀδόντα,3599,,
872,ὀδόντος,ὀδόντος,3599,,
873,ἀντιστῆναι,ἀντιστῆναι,436,,
874,πονηρῷ,πονηρῷ,4190,,
875,ῥαπίσει,ῥαπίσει,4474,,
876,δεξιάν,δεξιάν,1188,,
877,σιαγόνα,σιαγόνα,4600,,
878,στρέψον,στρέψον,4762,,
879,ἄλλην,ἄλλην,243,,
880,θέλοντί,θέλοντί,2309,,
881,κριθῆναι,κριθῆναι,2919,,
882,χιτῶνά,χιτῶνά,5509,,
883,λαβεῖν,λαβεῖν,2983,,
884,ἱμάτιον,ἱμάτιον,2440,,
885,ἀγγαρεύσει,ἀγγαρεύσει,29,,
886,μίλιον,μίλιον,3400,,
887,αἰτοῦντί,αἰτοῦντί,154,,
888,δίδου,δίδου,1325,,
889,θέλοντα,θέλοντα,2309,,
890,δανείσασθαι,δανείσασθαι,1155,,
891,ἀποστραφῇς,ἀποστραφῇς,654,,
892,ἀγαπήσεις,ἀγαπήσεις,25,,
893,πλησίον,πλησίον,4139,,
894,μισήσεις,μισήσεις,3404,,
895,ἐχθρόν,ἐχθρόν,2190,,
896,ἀγαπᾶτε,ἀγαπᾶτε,25,,
897,ἐχθρούς,ἐχθρούς,2190,,
898,εὐλογεῖτε,εὐλογεῖτε,2127,,
899,καταρωμένους,καταρωμένους,2672,,
900,καλῶς,καλῶς,2573,,
901,μισοῦσιν,μισοῦσιν,3404,,
902,προσεύχεσθε,προσεύχεσθε,4336,,
903,ὑπέρ,ὑπέρ,5228,,
904,ἐπηρεαζόντων,ἐπηρεαζόντων,1908,,
905,διωκόντων,διωκόντων,1377,,
906,γένησθε,γένησθε,1096,,
907,ἥλιον,ἥλιον,2246,,
908,ἀνατέλλει,ἀνατέλλει,393,,
909,πονηρούς,πονηρούς,4190,,
910,ἀγαθούς,ἀγαθούς,18,,
911,βρέχει,βρέχει,1026,,
912,δικαίους,δικαίους,1342,,
913,ἀδίκους,ἀδίκους,94,,
914,ἀγαπήσητε,ἀγαπήσητε,25,,
915,ἀγαπῶντας,ἀγαπῶντας,25,,
916,τίνα,τίνα,5101,,
917,μισθόν,μισθόν,3408,,
918,ἔχετε,ἔχετε,2192,,
919,οὐχί,οὐχί,3780,,
920,τελῶναι,τελῶναι,5057,,
921,ποιοῦσιν,ποιοῦσιν,4160,,
922,ἀσπάσησθε,ἀσπάσησθε,782,,
923,φίλους,φίλους,5384,,
924,μόνον,μόνον,3440,3441.0,
925,τί,τί,5101,5100.0,
926,ἔσεσθε,ἔσεσθε,1510,,
927,τέλειοι,τέλειοι,5046,,
928,ὥσπερ,ὥσπερ,5618,,
929,πατήρ,πατήρ,3962,,
930,τέλειός,τέλειός,5046,,
931,προσέχετε,προσέχετε,4337,,
932,ἐλεημοσύνην,ἐλεημοσύνην,1654,,
933,ποιεῖν,ποιεῖν,4160,,
934,θεαθῆναι,θεαθῆναι,2300,,
935,μήγε,μήγε,1490,,
936,πατρί,πατρί,3962,,
937,ποιῇς,ποιῇς,4160,,
938,σαλπίσῃς,σαλπίσῃς,4537,,
939,ἔμπροσθέν,ἔμπροσθέν,1715,,
940,ὑποκριταί,ὑποκριταί,5273,,
941,ῥύμαις,ῥύμαις,4505,,
942,δοξασθῶσιν,δοξασθῶσιν,1392,,
943,ἀπέχουσιν,ἀπέχουσιν,568,,
944,ποιοῦντος,ποιοῦντος,4160,,
945,γνώτω,γνώτω,1097,,
946,ἀριστερά,ἀριστερά,710,,
947,ᾖ,ᾖ,1510,,
948,ἐλεημοσύνη,ἐλεημοσύνη,1654,,
949,κρυπτῷ,κρυπτῷ,2927,,
950,ἀποδώσει,ἀποδώσει,591,,
951,φανερῷ,φανερῷ,5318,,
952,προσεύχῃ,προσεύχῃ,4336,,
953,ἔσῃ,ἔσῃ,1510,,
954,φιλοῦσιν,φιλοῦσιν,5368,,
955,γωνίαις,γωνίαις,1137,,
956,πλατειῶν,πλατειῶν,4113,,
957,ἑστῶτες,ἑστῶτες,2476,,
958,προσεύχεσθαι,προσεύχεσθαι,4336,,
959,φανῶσιν,φανῶσιν,5316,,
960,ἀνθρώποις,ἀνθρώποις,444,,
961,εἴσελθε,εἴσελθε,1525,,
962,ταμιεῖόν,ταμιεῖόν,5009,,
963,κλείσας,κλείσας,2808,,
964,θύραν,θύραν,2374,,
965,πρόσευξαι,πρόσευξαι,4336,,
966,προσευχόμενοι,προσευχόμενοι,4336,,
967,βαττολογήσητε,βαττολογήσητε,945,,
968,ἐθνικοί,ἐθνικοί,1482,,
969,δοκοῦσιν,δοκοῦσιν,1380,,
970,πολυλογίᾳ,πολυλογίᾳ,4180,,
971,εἰσακουσθήσονται,εἰσακουσθήσονται,1522,,
972,ὁμοιωθῆτε,ὁμοιωθῆτε,3666,,
973,οἶδεν,οἶδεν,1492,,
974,ὧν,ὧν,3739,,
975,αἰτῆσαι,αἰτῆσαι,154,,
976,πάτερ,πάτερ,3962,,
977,ἁγιασθήτω,ἁγιασθήτω,37,,
978,ὄνομά,ὄνομά,3686,,
979,ἐλθέτω,ἐλθέτω,2064,,
980,γενηθήτω,γενηθήτω,1096,,
981,θέλημά,θέλημά,2307,,
982,ἄρτον,ἄρτον,740,,
983,ἐπιούσιον,ἐπιούσιον,1967,,
984,δός,δός,1325,,
985,σήμερον,σήμερον,4594,,
986,ὀφειλήματα,ὀφειλήματα,3783,,
987,ἡμεῖς,ἡμεῖς,1473,,
988,ἀφίεμεν,ἀφίεμεν,863,,
989,ὀφειλέταις,ὀφειλέταις,3781,,
990,εἰσενέγκῃς,εἰσενέγκῃς,1533,,
991,ἡμᾶς,ἡμᾶς,1473,,
992,πειρασμόν,πειρασμόν,3986,,
993,ῥῦσαι,ῥῦσαι,4506,,
994,δύναμις,δύναμις,1411,,
995,δόξα,δόξα,1391,,
996,αἰῶνας,αἰῶνας,165,,
997,ἀφῆτε,ἀφῆτε,863,,
998,παραπτώματα,παραπτώματα,3900,,
999,ἀφήσει,ἀφήσει,863,,
1000,οὐράνιος,οὐράνιος,3770,,
1001,νηστεύητε,νηστεύητε,3522,,
1002,γίνεσθε,γίνεσθε,1096,,
1003,σκυθρωποί,σκυθρωποί,4659,,
1004,ἀφανίζουσιν,ἀφανίζουσιν,853,,
1005,πρόσωπα,πρόσωπα,4383,,
1006,νηστεύοντες,νηστεύοντες,3522,,
1007,νηστεύων,νηστεύων,3522,,
1008,ἄλειψαί,ἄλειψαί,218,,
1009,κεφαλήν,κεφαλήν,2776,,
1010,πρόσωπόν,πρόσωπόν,4383,,
1011,νίψαι,νίψαι,3538,,
1012,φανῇς,φανῇς,5316,,
1013,θησαυρίζετε,θησαυρίζετε,2343,,
1014,ὅπου,ὅπου,3699,,
1015,σής,σής,4597,,
1016,βρῶσις,βρῶσις,1035,,
1017,ἀφανίζει,ἀφανίζει,853,,
1018,κλέπται,κλέπται,2812,,
1019,διορύσσουσιν,διορύσσουσιν,1358,,
1020,κλέπτουσιν,κλέπτουσιν,2813,,
1021,οὔτε,οὔτε,3777,,
1022,θησαυρός,θησαυρός,2344,,
1023,καρδία,καρδία,2588,,
1024,λύχνος,λύχνος,3088,,
1025,σώματός,σώματός,4983,,
1026,ἁπλοῦς,ἁπλοῦς,573,,
1027,φωτεινόν,φωτεινόν,5460,,
1028,πονηρός,πονηρός,4190,,
1029,σκοτεινόν,σκοτεινόν,4652,,
1030,σκότος,σκότος,4655,,
1031,πόσον,πόσον,4214,,
1032,οὐδείς,οὐδείς,3762,,
1033,δυσίν,δυσίν,1417,,
1034,κυρίοις,κυρίοις,2962,,
1035,δουλεύειν,δουλεύειν,1398,,
1036,ἕνα,ἕνα,1520,,
1037,μισήσει,μισήσει,3404,,
1038,ἕτερον,ἕτερον,2087,,
1039,ἀγαπήσει,ἀγαπήσει,25,,
1040,ἑνός,ἑνός,1520,,
1041,ἀνθέξεται,ἀνθέξεται,472,,
1042,ἑτέρου,ἑτέρου,2087,,
1043,καταφρονήσει,καταφρονήσει,2706,,
1044,δύνασθε,δύνασθε,1410,,
1045,θεῷ,θεῷ,2316,,
1046,μαμωνᾷ,μαμωνᾷ,3126,,
1047,μεριμνᾶτε,μεριμνᾶτε,3309,,
1048,ψυχῇ,ψυχῇ,5590,,
1049,φάγητε,φάγητε,5315,,
1050,πίητε,πίητε,4095,,
1051,μηδέ,μηδέ,3366,,
1052,σώματι,σώματι,4983,,
1053,ἐνδύσησθε,ἐνδύσησθε,1746,,
1054,ψυχή,ψυχή,5590,,
1055,πλεῖόν,πλεῖόν,4183,,
1056,τροφῆς,τροφῆς,5160,,
1057,σῶμα,σῶμα,4983,,
1058,ἐνδύματος,ἐνδύματος,1742,,
1059,ἐμβλέψατε,ἐμβλέψατε,1689,,
1060,πετεινά,πετεινά,4071,,
1061,οὐρανοῦ,οὐρανοῦ,3772,,
1062,σπείρουσιν,σπείρουσιν,4687,,
1063,θερίζουσιν,θερίζουσιν,2325,,
1064,συνάγουσιν,συνάγουσιν,4863,,
1065,ἀποθήκας,ἀποθήκας,596,,
1066,τρέφει,τρέφει,5142,,
1067,αὐτά,αὐτά,846,,
1068,οὐχ,οὐχ,3756,,
1069,μᾶλλον,μᾶλλον,3123,,
1070,διαφέρετε,διαφέρετε,1308,,
1071,μεριμνῶν,μεριμνῶν,3309,3308.0,
1072,προσθεῖναι,προσθεῖναι,4369,,
1073,ἡλικίαν,ἡλικίαν,2244,,
1074,πῆχυν,πῆχυν,4083,,
1075,καταμάθετε,καταμάθετε,2648,,
1076,κρίνα,κρίνα,2918,,
1077,ἀγροῦ,ἀγροῦ,68,,
1078,πῶς,πῶς,4459,,
1079,αὐξάνει,αὐξάνει,837,,
1080,κοπιᾷ,κοπιᾷ,2872,,
1081,νήθει,νήθει,3514,,
1082,πάσῃ,πάσῃ,3956,,
1083,δόξῃ,δόξῃ,1391,1380.0,
1084,περιεβάλετο,περιεβάλετο,4016,,
1085,χόρτον,χόρτον,5528,,
1086,ὄντα,ὄντα,1510,,
1087,αὔριον,αὔριον,839,,
1088,κλίβανον,κλίβανον,2823,,
1089,βαλλόμενον,βαλλόμενον,906,,
1090,ἀμφιέννυσιν,ἀμφιέννυσιν,294,,
1091,πολλῷ,πολλῷ,4183,,
1092,ὀλιγόπιστοι,ὀλιγόπιστοι,3640,,
1093,μεριμνήσητε,μεριμνήσητε,3309,,
1094,φάγωμεν,φάγωμεν,5315,,
1095,πίωμεν,πίωμεν,4095,,
1096,περιβαλώμεθα,περιβαλώμεθα,4016,,
1097,ἔθνη,ἔθνη,1484,,
1098,ἐπιζητεῖ,ἐπιζητεῖ,1934,,
1099,χρῄζετε,χρῄζετε,5535,,
