id,word,unicode,count,str_num,rp_code,rp_pos,rp_gender,rp_number,rp_word_case,rp_tense,rp_type,rp_voice,rp_mood,rp_person,rp_indeclinable,rp_why_indeclinable,rp_kai_crasis,rp_attic_greek_form
26591,eperwthsw,επερωτησω,2,1905,{V-FAI-1S},Verb,,Singular,,Future,,Active,Indicative,First person,,,,
26598,apokriqhte,αποκριθητε,3,611,{V-AOM-2P},Verb,,Plural,,Aorist,,passive Deponent,Imperative,Second person,,,,
26620,elogizonto,ελογιζοντο,1,3049,{V-INI-3P},Verb,,Plural,,Imperfect,,middle or passive Deponent,Indicative,Third person,,,,
26642,apantes,απαντεσ,12,537,{A-NPM},Adjective,Masculine,Plural,Nominative,,,,,,,,,
26648,ontws,οντωσ,10,3689,{ADV},Adverb,,,,,,,,,,,,
26687,upolhnion,υποληνιον,1,5276,{N-ASN},Noun,Neuter,Singular,Accusative,,,,,,,,,
26708,gewrgwn,γεωργων,1,1092,{N-GPM},Noun,Masculine,Plural,Genitive,,,,,,,,,
26722,kenon,κενον,9,2756,{A-ASM},Adjective,Masculine,Singular,Accusative,,,,,,,,,
26728,allon,αλλον,14,243,{A-ASM},Adjective,Masculine,Singular,Accusative,,,,,,,,,
26730,kakeinon,κακεινον,3,2548,{D-ASM-K},Demonstrative Pronoun,Masculine,Singular,Accusative,,,,,,,,kai crasis,
26731,liqobolhsantes,λιθοβολησαντεσ,1,3036,{V-AAP-NPM},Verb,Masculine,Plural,Nominative,Aorist,,Active,Participle,,,,,
26732,ekefalaiwsan,εκεφαλαιωσαν,1,2775,{V-AAI-3P},Verb,,Plural,,Aorist,,Active,Indicative,Third person,,,,
26735,htimwmenon,ητιμωμενον,1,821,{V-RPP-ASM},Verb,Masculine,Singular,Accusative,Perfect,,Passive,Participle,,,,,
26747,derontes,δεροντεσ,2,1194,{V-PAP-NPM},Verb,Masculine,Plural,Nominative,Present,,Active,Participle,,,,,
26750,apoktenontes,αποκτενοντεσ,1,615,{V-PAP-NPM},Verb,Masculine,Plural,Nominative,Present,,Active,Participle,,,,,
26756,agaphton,αγαπητον,7,27,{A-ASM},Adjective,Masculine,Singular,Accusative,,,,,,,,,
26789,klhronomia,κληρονομια,3,2817,{N-NSF},Noun,Feminine,Singular,Nominative,,,,,,,,,
26806,eleusetai,ελευσεται,5,2064,{V-FDI-3S},Verb,,Singular,,Future,,middle Deponent,Indicative,Third person,,,,
26818,grafhn,γραφην,4,1124,{N-ASF},Noun,Feminine,Singular,Accusative,,,,,,,,,
26873,agreuswsin,αγρευσωσιν,1,64,{V-AAS-3P},Verb,,Plural,,Aorist,,Active,Subjunctive,Third person,,,,
26899,alhqeias,αληθειασ,43,225,{N-GSF},Noun,Feminine,Singular,Genitive,,,,,,,,,
26920,upokrisin,υποκρισιν,2,5272,{N-ASF},Noun,Feminine,Singular,Accusative,,,,,,,,,
26930,idw,ιδω,3,3708,{V-2AAS-1S},Verb,,Singular,,Second Aorist,,Active,Subjunctive,First person,,,,
26993,kataliph,καταλιπη,1,2641,{V-2AAS-3S},Verb,,Singular,,Second Aorist,,Active,Subjunctive,Third person,,,,
27008,ecanasthsh,εξαναστηση,2,1817,{V-AAS-3S},Verb,,Singular,,Aorist,,Active,Subjunctive,Third person,,,,
27022,apoqnhskwn,αποθνησκων,2,599,{V-PAP-NSM},Verb,Masculine,Singular,Nominative,Present,,Active,Participle,,,,,
27061,anastwsin,αναστωσιν,2,450,{V-2AAS-3P},Verb,,Plural,,Second Aorist,,Active,Subjunctive,Third person,,,,
27099,gamiskontai,γαμισκονται,1,1061,{V-PPI-3P},Verb,,Plural,,Present,,Passive,Indicative,Third person,,,,
27118,biblw,βιβλω,6,976,{N-DSF},Noun,Feminine,Singular,Dative,,,,,,,,,
27122,batou,βατου,4,942,{N-GSM},Noun,Masculine,Singular,Genitive,,,,,,,,,
27160,suzhtountwn,συζητουντων,1,4802,{V-PAP-GPM},Verb,Masculine,Plural,Genitive,Present,,Active,Participle,,,,,
27183,akoue,ακουε,1,191,{V-PAM-2S},Verb,,Singular,,Present,,Active,Imperative,Second person,,,,
27199,olhs,ολησ,22,3650,{A-GSF},Adjective,Feminine,Singular,Genitive,,,,,,,,,
27213,dianoias,διανοιασ,3,1271,{N-GSF},Noun,Feminine,Singular,Genitive,,,,,,,,,
27219,isxuos,ισχυοσ,7,2479,{N-GSF},Noun,Feminine,Singular,Genitive,,,,,,,,,
27256,allos,αλλοσ,26,243,{A-NSM},Adjective,Masculine,Singular,Nominative,,,,,,,,,
27261,agapan,αγαπαν,8,25,{V-PAN},Verb,,,,Present,,Active,Infinitive,,,,,
27271,sunesews,συνεσεωσ,2,4907,{N-GSF},Noun,Feminine,Singular,Genitive,,,,,,,,,
27293,olokautwmatwn,ολοκαυτωματων,1,3646,{N-GPN},Noun,Neuter,Plural,Genitive,,,,,,,,,
27295,qusiwn,θυσιων,2,2378,{N-GPF},Noun,Feminine,Plural,Genitive,,,,,,,,,
27302,nounexws,νουνεχωσ,1,3562,{ADV},Adverb,,,,,,,,,,,,
27317,etolma,ετολμα,4,5111,{V-IAI-3S},Verb,,Singular,,Imperfect,,Active,Indicative,Third person,,,,
27396,qelontwn,θελοντων,3,2309,{V-PAP-GPM},Verb,Masculine,Plural,Genitive,Present,,Active,Participle,,,,,
27398,stolais,στολαισ,2,4749,{N-DPF},Noun,Feminine,Plural,Dative,,,,,,,,,
27399,peripatein,περιπατειν,9,4043,{V-PAN},Verb,,,,Present,,Active,Infinitive,,,,,
27411,prwtoklisias,πρωτοκλισιασ,3,4411,{N-APF-S},Noun,Feminine,Plural,Accusative,,superlative,,,,,,,
27416,katesqiontes,κατεσθιοντεσ,1,2719,{V-PAP-NPM},Verb,Masculine,Plural,Nominative,Present,,Active,Participle,,,,,
27435,gazofulakiou,γαζοφυλακιου,1,1049,{N-GSN},Noun,Neuter,Singular,Genitive,,,,,,,,,
27444,gazofulakion,γαζοφυλακιον,3,1049,{N-ASN},Noun,Neuter,Singular,Accusative,,,,,,,,,
27447,plousioi,πλουσιοι,4,4145,{A-NPM},Adjective,Masculine,Plural,Nominative,,,,,,,,,
27448,eballon,εβαλλον,2,906,{V-IAI-3P},Verb,,Plural,,Imperfect,,Active,Indicative,Third person,,,,
27453,xhra,χηρα,10,5503,{N-NSF},Noun,Feminine,Singular,Nominative,,,,,,,,,
27454,ptwxh,πτωχη,3,4434,{A-NSF},Adjective,Feminine,Singular,Nominative,,,,,,,,,
27456,lepta,λεπτα,2,3016,{N-APN},Noun,Neuter,Plural,Accusative,,,,,,,,,
27460,kodranths,κοδραντησ,1,2835,{N-NSM},Noun,Masculine,Singular,Nominative,,,,,,,,,
27479,beblhken,βεβληκεν,1,906,{V-RAI-3S},Verb,,Singular,,Perfect,,Active,Indicative,Third person,,,,
27481,ballontwn,βαλλοντων,2,906,{V-PAP-GPM},Verb,Masculine,Plural,Genitive,Present,,Active,Participle,,,,,
27489,perisseuontos,περισσευοντοσ,2,4052,{V-PAP-GSN},Verb,Neuter,Singular,Genitive,Present,,Active,Participle,,,,,
27496,usterhsews,υστερησεωσ,1,5304,{N-GSF},Noun,Feminine,Singular,Genitive,,,,,,,,,
27504,bion,βιον,7,979,{N-ASM},Noun,Masculine,Singular,Accusative,,,,,,,,,
27520,potapoi,ποταποι,1,4217,{A-NPM},Adjective,Masculine,Plural,Nominative,,,,,,,,,
27523,potapai,ποταπαι,1,4217,{A-NPF},Adjective,Feminine,Plural,Nominative,,,,,,,,,
27524,oikodomai,οικοδομαι,1,3619,{N-NPF},Noun,Feminine,Plural,Nominative,,,,,,,,,
27534,megalas,μεγαλασ,1,3173,{A-APF},Adjective,Feminine,Plural,Accusative,,,,,,,,,
27541,liqw,λιθω,12,3037,{N-DSM},Noun,Masculine,Singular,Dative,,,,,,,,,
27545,kataluqh,καταλυθη,2,2647,{V-APS-3S},Verb,,Singular,,Aorist,,Passive,Subjunctive,Third person,,,,
27578,mellh,μελλη,3,3195,{V-PAS-3S},Verb,,Singular,,Present,,Active,Subjunctive,Third person,,,,
27581,sunteleisqai,συντελεισθαι,2,4931,{V-PPN},Verb,,,,Present,,Passive,Infinitive,,,,,
27610,akoushte,ακουσητε,5,191,{V-AAS-2P},Verb,,Plural,,Aorist,,Active,Subjunctive,Second person,,,,
27642,taraxai,ταραχαι,1,5016,{N-NPF},Noun,Feminine,Plural,Nominative,,,,,,,,,
27643,arxai,αρχαι,3,746,{N-NPF},Noun,Feminine,Plural,Nominative,,,,,,,,,
27657,sunagwgas,συναγωγασ,6,4864,{N-APF},Noun,Feminine,Plural,Accusative,,,,,,,,,
27658,darhsesqe,δαρησεσθε,1,1194,{V-2FPI-2P},Verb,,Plural,,Second Future,,Passive,Indicative,Second person,,,,
27661,hgemonwn,ηγεμονων,1,2232,{N-GPM},Noun,Masculine,Plural,Genitive,,,,,,,,,
27663,basilewn,βασιλεων,10,935,{N-GPM},Noun,Masculine,Plural,Genitive,,,,,,,,,
27664,staqhsesqe,σταθησεσθε,1,2476,{V-FPI-2P},Verb,,Plural,,Future,,Passive,Indicative,Second person,,,,
27677,khruxqhnai,κηρυχθηναι,2,2784,{V-APN},Verb,,,,Aorist,,Passive,Infinitive,,,,,
27682,agagwsin,αγαγωσιν,1,71,{V-2AAS-3P},Verb,,Plural,,Second Aorist,,Active,Subjunctive,Third person,,,,
27684,paradidontes,παραδιδοντεσ,2,3860,{V-PAP-NPM},Verb,Masculine,Plural,Nominative,Present,,Active,Participle,,,,,
27686,promerimnate,προμεριμνατε,1,4305,{V-PAM-2P},Verb,,Plural,,Present,,Active,Imperative,Second person,,,,
27690,meletate,μελετατε,1,3191,{V-PAM-2P},Verb,,Plural,,Present,,Active,Imperative,Second person,,,,
27694,doqh,δοθη,3,1325,{V-APS-3S},Verb,,Singular,,Aorist,,Passive,Subjunctive,Third person,,,,
27701,laleite,λαλειτε,4,2980,{V-PAM-2P},Verb,,Plural,,Present,,Active,Imperative,Second person,,,,
27786,eiselqetw,εισελθετω,1,1525,{V-2AAM-3S},Verb,,Singular,,Second Aorist,,Active,Imperative,Third person,,,,
27839,toiauth,τοιαυτη,3,5108,{D-NSF},Demonstrative Pronoun,Feminine,Singular,Nominative,,,,,,,,,
27844,ektisen,εκτισεν,3,2936,{V-AAI-3S},Verb,,Singular,,Aorist,,Active,Indicative,Third person,,,,
27858,ekolobwsen,εκολοβωσεν,2,2856,{V-AAI-3S},Verb,,Singular,,Aorist,,Active,Indicative,Third person,,,,
27871,ecelecato,εξελεξατο,10,1586,{V-AMI-3S},Verb,,Singular,,Aorist,,Middle,Indicative,Third person,,,,
27901,apoplanan,αποπλαναν,1,635,{V-PAN},Verb,,,,Present,,Active,Infinitive,,,,,
27940,ekpiptontes,εκπιπτοντεσ,1,1601,{V-PAP-NPM},Verb,Masculine,Plural,Nominative,Present,,Active,Participle,,,,,
27958,nefelais,νεφελαισ,2,3507,{N-DPF},Noun,Feminine,Plural,Dative,,,,,,,,,
27971,episunacei,επισυναξει,1,1996,{V-FAI-3S},Verb,,Singular,,Future,,Active,Indicative,Third person,,,,
27980,akrou,ακρου,2,206,{N-GSN},Noun,Neuter,Singular,Genitive,,,,,,,,,
28015,ginomena,γινομενα,5,1096,{V-PNP-APN},Verb,Neuter,Plural,Accusative,Present,,middle or passive Deponent,Participle,,,,,
28042,pareleusetai,παρελευσεται,2,3928,{V-FDI-3S},Verb,,Singular,,Future,,middle Deponent,Indicative,Third person,,,,
28073,agrupneite,αγρυπνειτε,2,69,{V-PAM-2P},Verb,,Plural,,Present,,Active,Imperative,Second person,,,,
28085,apodhmos,αποδημοσ,1,590,{A-NSM},Adjective,Masculine,Singular,Nominative,,,,,,,,,
28091,dous,δουσ,10,1325,{V-2AAP-NSM},Verb,Masculine,Singular,Nominative,Second Aorist,,Active,Participle,,,,,
28104,qurwrw,θυρωρω,2,2377,{N-DSM},Noun,Masculine,Singular,Dative,,,,,,,,,
28107,grhgorh,γρηγορη,1,1127,{V-PAS-3S},Verb,,Singular,,Present,,Active,Subjunctive,Third person,,,,
28121,mesonuktiou,μεσονυκτιου,3,3317,{N-GSN},Noun,Neuter,Singular,Genitive,,,,,,,,,
28123,alektorofwnias,αλεκτοροφωνιασ,1,219,{N-GSF},Noun,Feminine,Singular,Genitive,,,,,,,,,
28128,ecaifnhs,εξαιφνησ,5,1810,{ADV},Adverb,,,,,,,,,,,,
28129,eurh,ευρη,5,2147,{V-2AAS-3S},Verb,,Singular,,Second Aorist,,Active,Subjunctive,Third person,,,,
28145,azuma,αζυμα,1,106,{A-NPN},Adjective,Neuter,Plural,Nominative,,,,,,,,,
28184,katakeimenou,κατακειμενου,1,2621,{V-PNP-GSM},Verb,Masculine,Singular,Genitive,Present,,middle or passive Deponent,Participle,,,,,
28191,nardou,ναρδου,2,3487,{N-GSF},Noun,Feminine,Singular,Genitive,,,,,,,,,
28192,pistikhs,πιστικησ,2,4101,{A-GSF},Adjective,Feminine,Singular,Genitive,,,,,,,,,
28193,polutelous,πολυτελουσ,1,4185,{A-GSF},Adjective,Feminine,Singular,Genitive,,,,,,,,,
28195,suntriyasa,συντριψασα,1,4937,{V-AAP-NSF},Verb,Feminine,Singular,Nominative,Aorist,,Active,Participle,,,,,
28206,aganaktountes,αγανακτουντεσ,1,23,{V-PAP-NPM},Verb,Masculine,Plural,Nominative,Present,,Active,Participle,,,,,
28224,triakosiwn,τριακοσιων,2,5145,{A-GPN},Adjective,Neuter,Plural,Genitive,,,,,,,,,
28231,enebrimwnto,ενεβριμωντο,1,1690,{V-INI-3P},Verb,,Plural,,Imperfect,,middle or passive Deponent,Indicative,Third person,,,,
28271,proelaben,προελαβεν,1,4301,{V-2AAI-3S},Verb,,Singular,,Second Aorist,,Active,Indicative,Third person,,,,
28272,murisai,μυρισαι,1,3462,{V-AAN},Verb,,,,Aorist,,Active,Infinitive,,,,,
28278,entafiasmon,ενταφιασμον,1,1780,{N-ASM},Noun,Masculine,Singular,Accusative,,,,,,,,,
28321,ephggeilanto,επηγγειλαντο,1,1861,{V-ANI-3P},Verb,,Plural,,Aorist,,middle or passive Deponent,Indicative,Third person,,,,
28328,eukairws,ευκαιρωσ,2,2122,{ADV},Adverb,,,,,,,,,,,,
28340,equon,εθυον,1,2380,{V-IAI-3P},Verb,,Plural,,Imperfect,,Active,Indicative,Third person,,,,
28349,etoimaswmen,ετοιμασωμεν,1,2090,{V-AAS-1P},Verb,,Plural,,Aorist,,Active,Subjunctive,First person,,,,
28351,faghs,φαγησ,1,5315,{V-2AAS-2S},Verb,,Singular,,Second Aorist,,Active,Subjunctive,Second person,,,,
28368,apanthsei,απαντησει,1,528,{V-FAI-3S},Verb,,Singular,,Future,,Active,Indicative,Third person,,,,
28371,keramion,κεραμιον,2,2765,{N-ASN},Noun,Neuter,Singular,Accusative,,,,,,,,,
28373,bastazwn,βασταζων,3,941,{V-PAP-NSM},Verb,Masculine,Singular,Nominative,Present,,Active,Participle,,,,,
28374,akolouqhsate,ακολουθησατε,2,190,{V-AAM-2P},Verb,,Plural,,Aorist,,Active,Imperative,Second person,,,,
28390,kataluma,καταλυμα,2,2646,{N-NSN},Noun,Neuter,Singular,Nominative,,,,,,,,,
28398,fagw,φαγω,5,5315,{V-2AAS-1S},Verb,,Singular,,Second Aorist,,Active,Subjunctive,First person,,,,
28402,deicei,δειξει,4,1166,{V-FAI-3S},Verb,,Singular,,Future,,Active,Indicative,Third person,,,,
28403,anwgeon,ανωγεον,2,508,{N-ASN},Noun,Neuter,Singular,Accusative,,,,,,,,,
28405,estrwmenon,εστρωμενον,2,4766,{V-RPP-ASN},Verb,Neuter,Singular,Accusative,Perfect,,Passive,Participle,,,,,
28406,etoimon,ετοιμον,1,2092,{A-ASN},Adjective,Neuter,Singular,Accusative,,,,,,,,,
28483,embaptomenos,εμβαπτομενοσ,1,1686,{V-PMP-NSM},Verb,Masculine,Singular,Nominative,Present,,Middle,Participle,,,,,
28488,trublion,τρυβλιον,1,5165,{N-ASN},Noun,Neuter,Singular,Accusative,,,,,,,,,
28549,epion,επιον,2,4095,{V-2AAI-3P},Verb,,Plural,,Second Aorist,,Active,Indicative,Third person,,,,
28579,genhmatos,γενηματοσ,2,1081,{N-GSN},Noun,Neuter,Singular,Genitive,,,,,,,,,
28665,dis,δισ,6,1364,{ADV},Adverb,,,,,,,,,,,,
28679,sunapoqanein,συναποθανειν,2,4880,{V-2AAN},Verb,,,,Second Aorist,,Active,Infinitive,,,,,
28719,ekqambeisqai,εκθαμβεισθαι,1,1568,{V-PPN},Verb,,,,Present,,Passive,Infinitive,,,,,
28756,abba,αββα,3,5,{N-PRI},Noun,,,,,,,,,Indeclinable,proper noun,,
28762,parenegke,παρενεγκε,1,3911,{V-2AAM-2S},Verb,,Singular,,Second Aorist,,Active,Imperative,Second person,,,,
28787,kaqeudeis,καθευδεισ,1,2518,{V-PAI-2S},Verb,,Singular,,Present,,Active,Indicative,Second person,,,,
28789,isxusas,ισχυσασ,1,2480,{V-AAI-2S},Verb,,Singular,,Aorist,,Active,Indicative,Second person,,,,
28818,upostreyas,υποστρεψασ,1,5290,{V-AAP-NSM},Verb,Masculine,Singular,Nominative,Aorist,,Active,Participle,,,,,
28834,apokriqwsin,αποκριθωσιν,1,611,{V-AOS-3P},Verb,,Plural,,Aorist,,passive Deponent,Subjunctive,Third person,,,,
28838,triton,τριτον,25,5154,{A-ASN},Adjective,Neuter,Singular,Accusative,,,,,,,,,
28897,dedwkei,δεδωκει,1,1325,{V-LAI-3S-ATT},Verb,,Singular,,Pluperfect,,Active,Indicative,Third person,,,,Attic Greek form
28902,susshmon,συσσημον,1,4953,{N-ASN},Noun,Neuter,Singular,Accusative,,,,,,,,,
28913,apagagete,απαγαγετε,1,520,{V-2AAM-2P},Verb,,Plural,,Second Aorist,,Active,Imperative,Second person,,,,
28914,asfalws,ασφαλωσ,3,806,{ADV},Adverb,,,,,,,,,,,,
28942,paresthkotwn,παρεστηκοτων,2,3936,{V-RAP-GPM},Verb,Masculine,Plural,Genitive,Perfect,,Active,Participle,,,,,
28943,spasamenos,σπασαμενοσ,2,4685,{V-AMP-NSM},Verb,Masculine,Singular,Nominative,Aorist,,Middle,Participle,,,,,
28946,epaisen,επαισεν,2,3817,{V-AAI-3S},Verb,,Singular,,Aorist,,Active,Indicative,Third person,,,,
29001,peribeblhmenos,περιβεβλημενοσ,2,4016,{V-RPP-NSM},Verb,Masculine,Singular,Nominative,Perfect,,Passive,Participle,,,,,
29002,sindona,σινδονα,3,4616,{N-ASF},Noun,Feminine,Singular,Accusative,,,,,,,,,
29004,gumnou,γυμνου,1,1131,{A-GSN},Adjective,Neuter,Singular,Genitive,,,,,,,,,
29006,kratousin,κρατουσιν,1,2902,{V-PAI-3P},Verb,,Plural,,Present,,Active,Indicative,Third person,,,,
29009,neaniskoi,νεανισκοι,5,3495,{N-NPM},Noun,Masculine,Plural,Nominative,,,,,,,,,
29016,efugen,εφυγεν,5,5343,{V-2AAI-3S},Verb,,Singular,,Second Aorist,,Active,Indicative,Third person,,,,
29027,sunerxontai,συνερχονται,2,4905,{V-PNI-3P},Verb,,Plural,,Present,,middle or passive Deponent,Indicative,Third person,,,,
29054,sugkaqhmenos,συγκαθημενοσ,1,4775,{V-PNP-NSM},Verb,Masculine,Singular,Nominative,Present,,middle or passive Deponent,Participle,,,,,
29059,qermainomenos,θερμαινομενοσ,3,2328,{V-PMP-NSM},Verb,Masculine,Singular,Nominative,Present,,Middle,Participle,,,,,
29074,marturian,μαρτυριαν,19,3141,{N-ASF},Noun,Feminine,Singular,Accusative,,,,,,,,,
29081,euriskon,ευρισκον,4,2147,{V-IAI-3P},Verb,,Plural,,Imperfect,,Active,Indicative,Third person,,,,
29084,eyeudomarturoun,εψευδομαρτυρουν,2,5576,{V-IAI-3P},Verb,,Plural,,Imperfect,,Active,Indicative,Third person,,,,
29088,isai,ισαι,1,2470,{A-NPF},Adjective,Feminine,Plural,Nominative,,,,,,,,,
29090,marturiai,μαρτυριαι,1,3141,{N-NPF},Noun,Feminine,Plural,Nominative,,,,,,,,,
29095,anastantes,ανασταντεσ,6,450,{V-2AAP-NPM},Verb,Masculine,Plural,Nominative,Second Aorist,,Active,Participle,,,,,
29102,hkousamen,ηκουσαμεν,10,191,{V-AAI-1P},Verb,,Plural,,Aorist,,Active,Indicative,First person,,,,
29107,katalusw,καταλυσω,1,2647,{V-FAI-1S},Verb,,Singular,,Future,,Active,Indicative,First person,,,,
29112,xeiropoihton,χειροποιητον,1,5499,{A-ASM},Adjective,Masculine,Singular,Accusative,,,,,,,,,
29118,axeiropoihton,αχειροποιητον,2,886,{A-ASM},Adjective,Masculine,Singular,Accusative,,,,,,,,,
29123,ish,ιση,1,2470,{A-NSF},Adjective,Feminine,Singular,Nominative,,,,,,,,,
29126,marturia,μαρτυρια,15,3141,{N-NSF},Noun,Feminine,Singular,Nominative,,,,,,,,,
29166,euloghtou,ευλογητου,1,2128,{A-GSM},Adjective,Masculine,Singular,Genitive,,,,,,,,,
29194,diarrhcas,διαρρηξασ,1,1284,{V-AAP-NSM},Verb,Masculine,Singular,Nominative,Aorist,,Active,Participle,,,,,
29213,katekrinan,κατεκριναν,1,2632,{V-AAI-3P},Verb,,Plural,,Aorist,,Active,Indicative,Third person,,,,
29216,enoxon,ενοχον,1,1777,{A-ASM},Adjective,Masculine,Singular,Accusative,,,,,,,,,
29221,emptuein,εμπτυειν,1,1716,{V-PAN},Verb,,,,Present,,Active,Infinitive,,,,,
29224,perikaluptein,περικαλυπτειν,1,4028,{V-PAN},Verb,,,,Present,,Active,Infinitive,,,,,
29229,kolafizein,κολαφιζειν,1,2852,{V-PAN},Verb,,,,Present,,Active,Infinitive,,,,,
29237,uphretai,υπηρεται,9,5257,{N-NPM},Noun,Masculine,Plural,Nominative,,,,,,,,,
29238,rapismasin,ραπισμασιν,1,4475,{N-DPN},Noun,Neuter,Plural,Dative,,,,,,,,,
29252,paidiskwn,παιδισκων,1,3814,{N-GPF},Noun,Feminine,Plural,Genitive,,,,,,,,,
29256,idousa,ιδουσα,7,3708,{V-2AAP-NSF},Verb,Feminine,Singular,Nominative,Second Aorist,,Active,Participle,,,,,
29259,qermainomenon,θερμαινομενον,1,2328,{V-PMP-ASM},Verb,Masculine,Singular,Accusative,Present,,Middle,Participle,,,,,
29260,embleyasa,εμβλεψασα,1,1689,{V-AAP-NSF},Verb,Feminine,Singular,Nominative,Aorist,,Active,Participle,,,,,
29267,nazarhnou,ναζαρηνου,1,3479,{A-GSM},Adjective,Masculine,Singular,Genitive,,,,,,,,,
29277,epistamai,επισταμαι,2,1987,{V-PNI-1S},Verb,,Singular,,Present,,middle or passive Deponent,Indicative,First person,,,,
29286,proaulion,προαυλιον,1,4259,{N-ASN},Noun,Neuter,Singular,Accusative,,,,,,,,,
29299,paresthkosin,παρεστηκοσιν,1,3936,{V-RAP-DPM},Verb,Masculine,Plural,Dative,Perfect,,Active,Participle,,,,,
29308,hrneito,ηρνειτο,1,720,{V-INI-3S},Verb,,Singular,,Imperfect,,middle or passive Deponent,Indicative,Third person,,,,
29314,parestwtes,παρεστωτεσ,2,3936,{V-RAP-NPM},Verb,Masculine,Plural,Nominative,Perfect,,Active,Participle,,,,,
29324,galilaios,γαλιλαιοσ,4,1057,{N-NSM},Noun,Masculine,Singular,Nominative,,,,,,,,,
29330,omoiazei,ομοιαζει,1,3662,{V-PAI-3S},Verb,,Singular,,Present,,Active,Indicative,Third person,,,,
29334,anaqematizein,αναθεματιζειν,1,332,{V-PAN},Verb,,,,Present,,Active,Infinitive,,,,,
29336,omnunai,ομνυναι,1,3660,{V-PAN},Verb,,,,Present,,Active,Infinitive,,,,,
29351,anemnhsqh,ανεμνησθη,1,363,{V-API-3S},Verb,,Singular,,Aorist,,Passive,Indicative,Third person,,,,
29370,epibalwn,επιβαλων,2,1911,{V-2AAP-NSM},Verb,Masculine,Singular,Nominative,Second Aorist,,Active,Participle,,,,,
29371,eklaien,εκλαιεν,2,2799,{V-IAI-3S},Verb,,Singular,,Imperfect,,Active,Indicative,Third person,,,,
29393,aphnegkan,απηνεγκαν,1,667,{V-AAI-3P},Verb,,Plural,,Aorist,,Active,Indicative,Third person,,,,
29417,kathgoroun,κατηγορουν,1,2723,{V-IAI-3P},Verb,,Plural,,Imperfect,,Active,Indicative,Third person,,,,
29449,apeluen,απελυεν,1,630,{V-IAI-3S},Verb,,Singular,,Imperfect,,Active,Indicative,Third person,,,,
29453,onper,ονπερ,1,3746,{R-ASM},Relative Pronoun,Masculine,Singular,Accusative,,,,,,,,,
29454,htounto,ητουντο,3,154,{V-IMI-3P},Verb,,Plural,,Imperfect,,Middle,Indicative,Third person,,,,
29459,barabbas,βαραββασ,2,912,{N-NSM},Noun,Masculine,Singular,Nominative,,,,,,,,,
29462,sustasiastwn,συστασιαστων,1,4955,{N-GPM},Noun,Masculine,Plural,Genitive,,,,,,,,,
29463,dedemenos,δεδεμενοσ,4,1210,{V-RPP-NSM},Verb,Masculine,Singular,Nominative,Perfect,,Passive,Participle,,,,,
29467,stasei,στασει,1,4714,{N-DSF},Noun,Feminine,Singular,Dative,,,,,,,,,
29468,fonon,φονον,3,5408,{N-ASM},Noun,Masculine,Singular,Accusative,,,,,,,,,
29469,pepoihkeisan,πεποιηκεισαν,1,4160,{V-LAI-3P},Verb,,Plural,,Pluperfect,,Active,Indicative,Third person,,,,
29471,anabohsas,αναβοησασ,1,310,{V-AAP-NSM},Verb,Masculine,Singular,Nominative,Aorist,,Active,Participle,,,,,
29475,aiteisqai,αιτεισθαι,2,154,{V-PMN},Verb,,,,Present,,Middle,Infinitive,,,,,
29477,aei,αει,8,104,{ADV},Adverb,,,,,,,,,,,,
29498,paradedwkeisan,παραδεδωκεισαν,1,3860,{V-LAI-3P},Verb,,Plural,,Pluperfect,,Active,Indicative,Third person,,,,
29505,aneseisan,ανεσεισαν,1,383,{V-AAI-3P},Verb,,Plural,,Aorist,,Active,Indicative,Third person,,,,
29534,staurwson,σταυρωσον,7,4717,{V-AAM-2S},Verb,,Singular,,Aorist,,Active,Imperative,Second person,,,,
29547,perissoterws,περισσοτερωσ,13,4057,{ADV-C},Adverb,,,,,comparative,,,,,,,
29554,boulomenos,βουλομενοσ,7,1014,{V-PNP-NSM},Verb,Masculine,Singular,Nominative,Present,,middle or passive Deponent,Participle,,,,,
29558,ikanon,ικανον,10,2425,{A-ASN},Adjective,Neuter,Singular,Accusative,,,,,,,,,
29583,sugkalousin,συγκαλουσιν,1,4779,{V-PAI-3P},Verb,,Plural,,Present,,Active,Indicative,Third person,,,,
29588,enduousin,ενδυουσιν,1,1746,{V-PAI-3P},Verb,,Plural,,Present,,Active,Indicative,Third person,,,,
29590,porfuran,πορφυραν,3,4209,{N-ASF},Noun,Feminine,Singular,Accusative,,,,,,,,,
29592,peritiqeasin,περιτιθεασιν,1,4060,{V-PAI-3P},Verb,,Plural,,Present,,Active,Indicative,Third person,,,,
29595,akanqinon,ακανθινον,2,174,{A-ASM},Adjective,Masculine,Singular,Accusative,,,,,,,,,
29599,aspazesqai,ασπαζεσθαι,1,782,{V-PNN},Verb,,,,Present,,middle or passive Deponent,Infinitive,,,,,
29613,eneptuon,ενεπτυον,1,1716,{V-IAI-3P},Verb,,Plural,,Imperfect,,Active,Indicative,Third person,,,,
29616,tiqentes,τιθεντεσ,1,5087,{V-PAP-NPM},Verb,Masculine,Plural,Nominative,Present,,Active,Participle,,,,,
29618,gonata,γονατα,8,1119,{N-APN},Noun,Neuter,Plural,Accusative,,,,,,,,,
29619,prosekunoun,προσεκυνουν,1,4352,{V-IAI-3P},Verb,,Plural,,Imperfect,,Active,Indicative,Third person,,,,
